Model,MTL,Tasks,Learning Rate,MTL HPO,Seed,Best Epoch,Best Validation Loss,NEXT_ACTIVITY,NEXT_TIME,REMAINING_TIME
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.0001,0.1,42,159.0,7.7327,0.7735,0.6106,6.4731
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,1.0,123,41.0,8.1883,0.7852,0.6064,6.9066
CNN,UW_O,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,42,67.0,8.1303,0.7796,0.6069,6.8704
CNN,PCGrad,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,2025,157.0,7.7597,0.7745,0.6151,6.4479
CNN,GLS,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,42,61.0,8.12,0.7807,0.6095,6.87
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.0001,2.0,123,195.0,7.7422,0.7728,0.5827,6.4177
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.0001,1.5,123,155.0,7.8081,0.7751,0.5852,6.4772
CNN,UW_O,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,27.0,8.226,0.7842,0.5959,6.9369
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,2.0,2025,23.0,8.1889,0.7792,0.6175,6.9038
CNN,DWA,"('next_activity', 'next_time', 'remaining_time')",0.001,None,42,15.0,8.2116,0.7713,0.6239,6.9198
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,20.0,2025,161.0,7.7348,0.7728,0.6176,6.4269
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,10.0,2025,142.0,7.7547,0.7773,0.6189,6.4595
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,7.0,42,139.0,7.7596,0.7726,0.6074,6.4703
CNN,GLS,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,2025,46.0,8.1596,0.7801,0.6123,6.874
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,5.0,123,27.0,8.1893,0.7777,0.6002,6.8822
