Model,MTL,Tasks,Learning Rate,MTL HPO,Seed,Best Epoch,Best Validation Loss,NEXT_ACTIVITY,NEXT_TIME,REMAINING_TIME
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,15.0,42,48,14.2464,0.7504,6.0604,7.6996
CNN,UW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,36,14.9507,0.7696,5.977,7.6827
CNN,PCGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,46,14.8795,0.7636,6.0054,7.5967
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,1.0,123,25,14.3254,0.7603,6.2586,7.8373
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.9,123,40,14.4261,0.7708,6.2159,7.9031
CNN,PCGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,48,13.9582,0.7642,6.1452,7.5203
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,1.5,123,43,14.2261,0.7648,6.1605,7.7713
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,2.0,2025,46,14.9315,0.7701,6.0231,7.6505
CNN,EW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,42,50,14.3106,0.7482,6.0682,7.7187
CNN,RLW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,43,15.0157,0.7645,6.1382,7.4981
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,3.0,2025,43,14.8339,0.7687,6.0319,7.5946
CNN,IMTL,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,46,13.839,0.7732,6.0633,7.5243
CNN,EW,"('next_activity',)",0.001,None,42,50,0.9675,0.6472,,
CNN,EW,"('next_activity',)",0.001,None,2025,44,0.9528,0.6594,,
CNN,EW,"('next_activity',)",0.001,None,123,47,0.9433,0.6537,,
CNN,EW,"('next_time',)",0.001,None,123,37,5.8914,,6.2034,
CNN,EW,"('next_time',)",0.001,None,2025,36,6.2941,,6.1191,
CNN,EW,"('next_time',)",0.001,None,42,53,6.0427,,6.0768,
CNN,EW,"('remaining_time',)",0.001,None,123,45,7.27,,,7.5217
CNN,EW,"('remaining_time',)",0.001,None,2025,67,7.7674,,,7.2999
CNN,EW,"('remaining_time',)",0.001,None,42,77,7.2414,,,7.3883
